Nawisko aktualne,Liczba
WIĘCH,1569
ŁUCKA,1568
STACHERA,1568
KORUS,1567
SZCZEPANOWSKA,1567
ŁUNIEWSKA,1565
MATECKA,1565
BALCEREK,1564
BŁACH,1564
KUCIA,1564
KOSIBA,1563
NICPOŃ,1563
GAWOR,1562
DWORAKOWSKA,1561
WIECZORKOWSKA,1561
MAĆKIEWICZ,1559
SIDOROWICZ,1558
KOWOL,1557
GRZYWNA,1556
SITARSKA,1555
DĘBIEC,1554
LANGOWSKA,1554
KOŚCIELNA,1553
STRUGAŁA,1553
KAROLCZAK,1549
KONDRACIUK,1549
WILKOSZ,1549
KELLER,1548
ANDRZEJCZYK,1547
KUKULSKA,1547
PISARCZYK,1547
POWROŹNIK,1547
HYLA,1546
KURAS,1546
BERLIŃSKA,1545
BERNAŚ,1545
BOJKO,1545
PĘKAŁA,1545
DEMSKA,1544
DANOWSKA,1543
NAWRAT,1543
STASIŃSKA,1543
GONERA,1542
GOS,1542
PIECZYŃSKA,1541
SIEWIERSKA,1541
BIEDA,1540
DŁUGOŁĘCKA,1540
PAWELSKA,1540
KOSMOWSKA,1539
TALAREK,1539
DOLNA,1538
MIERZWIŃSKA,1538
RASZEWSKA,1537
IZYDORCZYK,1536
POTRYKUS,1536
JAGODA,1535
LEBIODA,1534
WIETESKA,1531
GRUCHAŁA,1530
KOŃCZAK,1530
ROLKA,1530
GORCZYŃSKA,1529
KŁOSEK,1529
MARCISZ,1529
STOPKA,1528
TOMASZEWICZ,1528
ANTOSZ,1527
KLECHA,1526
MAZURCZAK,1526
RUSZKIEWICZ,1526
RYCZEK,1526
DOBKOWSKA,1525
MIKOS,1525
CEGIEŁKA,1524
KUŹNICKA,1524
STAŃKO,1524
SZULIK,1524
ŚLUSARZ,1524
ANTONIEWICZ,1523
CHORĄŻY,1523
MALESA,1523
OLĘDZKA,1522
PYZIK,1522
KORDEK,1521
WOJEWÓDZKA,1521
MIRECKA,1520
PIONTEK,1520
TOMCZUK,1520
GRZESZCZUK,1519
GOSZCZYŃSKA,1516
SZYDLIK,1516
MACIOŁEK,1515
PIECHACZEK,1515
GACKOWSKA,1514
TATARA,1514
KALATA,1513
LUBECKA,1513
MIZERSKA,1513
PETRYKOWSKA,1513
PALIŃSKA,1512
STAWIŃSKA,1511
STYCZYŃSKA,1509
BASIAK,1508
POPOWSKA,1508
SOBIK,1508
GRZESZCZYK,1507
KONKEL,1507
STANIAK,1506
SOBOTKA,1505
STOLARZ,1505
WALISZEWSKA,1505
MASTERNAK,1502
SZLACHETKA,1502
POMYKAŁA,1501
SZALA,1501
TCHÓRZEWSKA,1501
BINIEK,1500
KOPERA,1500
BRAUN,1498
KACZANOWSKA,1497
DURA,1496
MACIEJOWSKA,1496
WOŹNIAKOWSKA,1496
ZUBRZYCKA,1495
MEYER,1494
ŚWIERK,1494
JAŁOCHA,1493
SALWA,1493
BARCZYŃSKA,1492
BUDZIK,1492
GILEWSKA,1492
MACIEJAK,1492
PAŃCZYK,1492
BURCZYK,1491
FURMAŃSKA,1491
KRYSA,1491
PIETROWSKA,1491
KIJOWSKA,1490
PAPIERNIK,1490
PIĘKOŚ,1490
SULEWSKA,1490
KŁUSEK,1489
KRĘŻEL,1489
MĘDREK,1488
PIECHOWICZ,1488
CWYNAR,1485
LEŚNIK,1485
RATYŃSKA,1485
STROJNA,1484
OKRÓJ,1483
SIECZKOWSKA,1483
DOŁĘGA,1482
GRYZ,1482
JUCHA,1482
MRZYGŁÓD,1482
BŁASZAK,1481
KOLENDA,1481
BOROWCZYK,1480
ŚWIĘCH,1478
ROZBICKA,1476
DYBAŁA,1474
KLIM,1474
MAKSYMOWICZ,1474
BOBOWSKA,1473
CEDRO,1473
PASIK,1473
BŁACHUT,1472
REGUŁA,1472
CHRAPEK,1471
OTTO,1471
ROMANEK,1471
HUK,1470
SYREK,1470
BUDEK,1469
KOBYLARZ,1469
MICHOŃ,1469
MRUGAŁA,1468
PIJANOWSKA,1468
WADOWSKA,1466
JAWOR,1465
SKORUPKA,1465
BIEŃKO,1464
KUŚMIEREK,1464
WODZIŃSKA,1463
STELMASZCZYK,1462
GLISZCZYŃSKA,1461
ANTOS,1460
OPALA,1460
PROKOPIUK,1460
RZĄSA,1460
GACH,1458
GROCHAL,1458
KURKIEWICZ,1458
NIEWCZAS,1458
MIKOŁAJCZUK,1456
TREDER,1456
SAMEK,1454
LANDOWSKA,1453
STĘPKOWSKA,1453
BARANIAK,1452
KOSZYK,1452
CENDROWSKA,1451
PIEC,1450
KLIMA,1449
MAGDA,1449
JANIA,1448
KOCZOROWSKA,1448
KWIEK,1447
MIEDZIŃSKA,1447
PIETRASZEWSKA,1447
ROSIK,1447
ŻUR,1447
GUBAŁA,1446
KONDRATOWICZ,1446
MARUSZAK,1446
PODLEWSKA,1446
PYTKA,1446
SZATAN,1446
KRYSTEK,1445
STRĄK,1445
LITWIŃSKA,1443
PISULA,1443
DROZDEK,1442
MENDEL,1442
MOLSKA,1442
KUBIS,1441
STASIUK,1441
SZCZERBIŃSKA,1441
WAWRO,1441
BLACHA,1440
SZCZYPIŃSKA,1440
BARANEK,1439
FRĄSZCZAK,1439
KOWOLIK,1438
STASZKIEWICZ,1438
DUTKOWSKA,1437
KOCHANEK,1437
ORZOŁ,1437
GRODECKA,1436
KURCZEWSKA,1436
SERWATKA,1436
URBANOWSKA,1435
CIERNIAK,1434
GŁOWIŃSKA,1433
RUSZCZYK,1433
GAŁCZYŃSKA,1431
MATRAS,1431
NITKA,1431
SŁOTWIŃSKA,1431
UMIŃSKA,1431
ŁĘGOWSKA,1430
PAUL,1430
SKRODZKA,1430
WITOWSKA,1430
KNAPCZYK,1429
KOTARBA,1429
REJMAN,1429
GACKA,1428
KULAWIK,1428
PAWLUCZUK,1428
KIEŁB,1427
KWOLEK,1427
SZUSTER,1427
ŚLUSARSKA,1427
WAŚNIEWSKA,1427
PĄCZEK,1426
POLIŃSKA,1426
ŚWIĘTOCHOWSKA,1426
KOŻUCHOWSKA,1425
SULIGA,1425
JANCZYK,1424
KURAŚ,1424
BYCZEK,1423
KRAMARCZYK,1423
KUKUŁKA,1423
GOMÓŁKA,1422
KUCA,1422
GABOR,1421
ROGÓŻ,1421
TOMASIAK,1421
BARWIŃSKA,1420
GOC,1419
CEBULSKA,1418
PIKUL,1417
SKOLIMOWSKA,1417
CHAŁUPKA,1416
JUCHNIEWICZ,1416
KACHEL,1416
OŁDAK,1416
WIECZORKIEWICZ,1416
MAGDZIAK,1415
OWCZARCZYK,1415
BALCERAK,1414
KIEŁTYKA,1414
TURZYŃSKA,1414
HOFFMAN,1413
OLSZAŃSKA,1413
ŻELAZOWSKA,1413
PODBIELSKA,1412
SZYPUŁA,1411
ZYSKOWSKA,1411
KONOPACKA,1410
BULIŃSKA,1406
STEĆ,1406
PALCZEWSKA,1405
RYCHLICKA,1405
BANASIEWICZ,1402
DYLĄG,1401
KOTLARZ,1401
KRUPKA,1401
STAŃCZUK,1401
WODZYŃSKA,1401
MICHNO,1400
PATEREK,1400
FURMANIAK,1399
OLIWA,1399
CICHOŃSKA,1398
DULĘBA,1398
JAŚKOWIAK,1398
JUNG,1398
GŁÓWKA,1397
SZUSTAK,1397
TYC,1397
PYREK,1396
RYCHLEWSKA,1396
KOSIK,1395
KOZIARSKA,1394
CIACH,1393
RAŚ,1392
BUKAŁA,1391
GŁAZ,1391
PIECHNIK,1391
SŁONINA,1391
WIERZBIŃSKA,1391
CHOŁUJ,1390
DWORNIK,1390
MARTYNIAK,1390
BUŁA,1389
REMISZEWSKA,1388
DRAPAŁA,1387
KAPELA,1387
KIEŁCZEWSKA,1387
BIELEC,1386
DEMBSKA,1386
FARON,1386
LECHOWSKA,1386
SZYMANKIEWICZ,1386
CIELECKA,1385
ŁAPA,1385
ŻELAZKO,1385
DUNAJ,1384
MARUSZEWSKA,1383
FORMELLA,1382
LICHOTA,1382
KRASUCKA,1381
DANIELEWSKA,1380
KRUCZKOWSKA,1380
MARECKA,1380
BIEDROŃ,1379
MAŁYSZ,1379
FIAŁKOWSKA,1378
GALICKA,1378
GOZDEK,1378
SYSKA,1378
SZCZEPANKIEWICZ,1378
PARYS,1377
PRZYBYŁOWICZ,1377
GUMIŃSKA,1376
LISICKA,1376
STROJEK,1376
SURÓWKA,1376
BANIA,1375
CIOK,1375
CZERWIEC,1375
KULIŚ,1375
MURAS,1375
SZKLARSKA,1375
ŚNIEŻEK,1375
IWANEK,1374
PAPIEŻ,1374
SKONECZNA,1374
CELMER,1373
JACEK,1373
PIETRYKA,1373
ŚMIECH,1373
WYSZOMIRSKA,1373
BAJDA,1371
TARGOŃSKA,1371
HERNIK,1370
OGORZAŁEK,1370
TWARÓG,1370
BRONISZEWSKA,1369
GUGAŁA,1369
WALICZEK,1369
WOLNIEWICZ,1369
SZABAT,1368
ADACH,1367
MIGACZ,1367
PRZEPIÓRA,1367
STANOWSKA,1367
GABRYSIAK,1365
NITA,1365
KOPIŃSKA,1364
MARUT,1364
RYGIEL,1364
WRZESIEŃ,1363
BAUER,1361
KRZYSZTOŃ,1361
KUŹNIAK,1361
KSIĄŻKIEWICZ,1360
KUCZEK,1360
NIEDZIAŁEK,1360
POBŁOCKA,1360
TATAR,1360
POPOWICZ,1359
WICHROWSKA,1359
DYBA,1358
MAŃCZAK,1358
FISCHER,1357
ZIMOCH,1357
ŁABUZ,1355
KORONA,1354
MISZEWSKA,1354
RADOSZ,1354
ZIMNICKA,1354
CHOMA,1353
LUTY,1353
MATEJKO,1353
CZACHOR,1352
KUBICZ,1352
KULCZYK,1352
NOCUŃ,1352
KUBICZEK,1351
NAJDA,1351
PEREK,1351
ŻYLIŃSKA,1350
ŁAZARSKA,1349
MAROSZEK,1349
IWANIEC,1348
MŁYNEK,1348
SIUTA,1348
ZABROCKA,1348
FUDALI,1347
ŚWIĄDER,1347
WÓJCIKOWSKA,1347
GRENDA,1346
KLUBA,1346
KRZYŻAŃSKA,1346
JĘDRASIK,1345
MACIASZCZYK,1345
BIS,1344
BUDZISZ,1344
MIROSŁAW,1344
RUDA,1344
TURCZYN,1344
KAROŃ,1343
STASZCZYK,1343
HALICKA,1342
GRAJEK,1341
KONDRAT,1340
ŁĄTKA,1340
PIĘTAK,1340
RICHERT,1340
PĘCAK,1337
RESZCZYŃSKA,1337
GAC,1336
SZANIAWSKA,1336
SZMYD,1336
TOMANEK,1336
ZARYCHTA,1336
KOSMALSKA,1335
MALANOWSKA,1335
PSZCZOŁA,1335
TOMKIEWICZ,1335
FILIPCZYK,1334
LUDWIKOWSKA,1334
RYKOWSKA,1334
RYTEL,1333
PRZEPIÓRKA,1332
SZCZYPKA,1332
WOJAS,1332
CHMIELIŃSKA,1331
JAKÓBCZYK,1331
KIELAK,1331
BLICHARSKA,1330
OBRZUT,1330
KULETA,1329
KWAŚNY,1329
ŁYSAKOWSKA,1329
PIETRASZKO,1329
BARCIKOWSKA,1328
BIJAK,1328
NAGÓRSKA,1328
STOKOWSKA,1328
WOJCIESZEK,1328
KRZYŻOWSKA,1327
NASIŁOWSKA,1327
CIEŚLEWICZ,1326
DUCHNOWSKA,1326
LIGOCKA,1326
PIECZKA,1326
NIEDZIÓŁKA,1325
PARUZEL,1325
GANCARCZYK,1324
KONOPKO,1324
MISZCZYK,1323
WOLNIAK,1323
PUK,1322
RAJKOWSKA,1322
ŁUSZCZ,1321
MIECZNIKOWSKA,1321
OLSZOWSKA,1321
BORUCH,1320
KLUZ,1320
SIEMIĄTKOWSKA,1320
BAL,1319
DUBICKA,1319
JASTRZĄB,1319
GRACA,1318
PACHOLCZYK,1318
KABAŁA,1316
KOŚCIŃSKA,1316
LENARCZYK,1316
ŁYKO,1316
BEREZOWSKA,1315
KATA,1315
BRANDT,1314
CWALINA,1314
SZCZUR,1314
TUCHOLSKA,1314
KŁODA,1313
JANDA,1312
KOŚCIUK,1312
MAJERSKA,1312
RADTKE,1312
SUCHANEK,1311
WADAS,1311
GOLAŃSKA,1310
SIERPIŃSKA,1310
WISZOWATA,1310
SIENICKA,1309
BEREZA,1308
KRAS,1308
OCIEPA,1308
PĘDZIWIATR,1308
PYRA,1308
WIATER,1308
KUBERSKA,1307
ŚWIĘCKA,1307
CHOMICZ,1306
KOCIŃSKA,1305
BIAŁOBRZESKA,1304
KARPIUK,1304
NIEMYJSKA,1304
ROSIEK,1304
JĘDRYCH,1303
PRUSKA,1303
ŚWIETLIK,1303
BIESIADA,1302
GIERA,1302
WIERCIOCH,1302
WITT,1302
WOJTYŁA,1302
ZAWORSKA,1302
BROL,1301
WICIŃSKA,1301
SKIBICKA,1300
TWAROWSKA,1300
KOZIARA,1299
TOBOŁA,1298
WAŻNA,1298
POŁOMSKA,1297
BRODZIK,1296
PAPIS,1296
SZUKALSKA,1296
WESOŁEK,1294
WĄTOR,1293
KURYŁO,1291
BELKA,1290
DRĘŻEK,1290
JUDA,1290
BOCHNIAK,1289
MAJOR,1289
MROWIŃSKA,1289
ORACZ,1289
TURKOWSKA,1289
MIRGA,1288
NURZYŃSKA,1288
WNOROWSKA,1288
BARGIEŁ,1287
LENARD,1287
BIAŁOŃ,1286
BOBEK,1286
GRZECHNIK,1286
KURA,1286
MOSKAŁA,1286
WOSZCZYK,1286
WODECKA,1285
BYRSKA,1284
CZUPRYŃSKA,1284
SZKUTNIK,1284
SZOPIŃSKA,1284
ZACZEK,1284
BOSAK,1283
FABIAN,1283
MARYNIAK,1283
PERLIŃSKA,1283
WĘGLIŃSKA,1283
WAWRZYŃCZAK,1282
GĄSOWSKA,1281
CHODKOWSKA,1280
FIUK,1280
WINIECKA,1279
CZARNY,1277
FELCZAK,1277
KOMINEK,1277
MISIURA,1277
ANTONIK,1276
GŁAŻEWSKA,1276
HINZ,1276
RUS,1275
ZDEB,1275
CESARZ,1274
OŻGA,1274
GWIŻDŻ,1273
ŁĄCZYŃSKA,1273
WYRWA,1273
HOŁDA,1272
BAKUŁA,1271
MENCEL,1270
SKŁODOWSKA,1270
WARSZAWSKA,1270
GAWRYSIAK,1269
LELEK,1269
SOLARSKA,1269
KOZUBEK,1268
SZOŁTYSEK,1268
DUMA,1267
KOBIERSKA,1267
POKRYWKA,1267
ŻOŁĄDEK,1267
WALUŚ,1266
LEDWOŃ,1265
PRUSINOWSKA,1265
SUMIŃSKA,1265
JATCZAK,1264
KOCISZEWSKA,1264
MACHAŁA,1264
MAJKUT,1264
BOBIŃSKA,1263
KASZTELAN,1263
KRAŚNIEWSKA,1261
MACIOSZEK,1261
MIKOŁAJEK,1261
INGLOT,1260
KARLIŃSKA,1259
KONECKA,1259
RASIŃSKA,1259
DEMBEK,1258
NAPIERALSKA,1258
STALMACH,1258
GRONEK,1257
PABICH,1257
ŻARNOWSKA,1257
HARASIM,1256
KALKOWSKA,1256
KOLCZYŃSKA,1255
PODSIADŁA,1255
WACŁAWEK,1255
KOKOCIŃSKA,1254
KRYCH,1254
FILIPIUK,1253
KORZEŃ,1253
KRZEWIŃSKA,1252
STOCKA,1252
BODZIOCH,1251
PAŚ,1251
PRZEWOŹNA,1251
SIEMASZKO,1251
ŻARSKA,1251
POL,1250
SMOŁA,1250
BABULA,1249
GWIAZDOWSKA,1249
KOSTYRA,1249
WOSIK,1249
CUBER,1248
KOŚCIELSKA,1248
ŁABUDA,1248
ADAMIK,1247
PIECYK,1247
KOZIELSKA,1246
PLUSKOTA,1246
SIUDAK,1246
IDCZAK,1245
JAŹWIŃSKA,1245
PŁOSZAJ,1245
SULKOWSKA,1245
GROSS,1244
KOBYŁECKA,1244
SIEJKA,1244
BRZEZINA,1243
WĘSIERSKA,1243
PIERÓG,1242
RZECZKOWSKA,1242
KOSZAŁKA,1241
ZIOŁO,1241
BRONOWICKA,1240
KOŚCIÓŁEK,1240
SKUBISZ,1240
GRZELKA,1239
KOSZELA,1239
ZIENTEK,1239
CHWASTEK,1238
MÓL,1238
ROBAKOWSKA,1238
SKRZYPCZYŃSKA,1238
SZYMIK,1238
WAŁACH,1238
ZEMBRZUSKA,1238
DANEK,1237
GAŁA,1237
GÓROWSKA,1237
KOROL,1237
SZPUNAR,1237
CHŁOPEK,1236
GIBAŁA,1236
MIESZKOWSKA,1236
PINDEL,1235
JESIONOWSKA,1234
MENTEL,1234
PLACEK,1234
OCIEPKA,1233
OGRODOWCZYK,1233
SANKOWSKA,1233
SZURA,1233
ORDON,1232
KĘPCZYŃSKA,1231
SZYDEŁKO,1231
ŚMIECHOWSKA,1231
BUCIOR,1230
DWOJAK,1230
MECH,1230
POPRAWA,1230
WALCZYŃSKA,1230
GÓRNY,1228
JAROSŁAWSKA,1228
KOZIOŁEK,1228
ŁOPATKA,1228
MAŁYSA,1228
MŁODAWSKA,1228
SZYCHOWSKA,1228
OPARA,1227
WYBRANIEC,1227
KRZEŚNIAK,1226
MICHALUK,1226
DALECKA,1225
ZDZIARSKA,1225
PERZANOWSKA,1224
MROCZKA,1223
PILARZ,1223
CISŁO,1222
HOMA,1222
LASOŃ,1222
LATOCHA,1222
SOBIESZEK,1222
CHROBOT,1221
GRZYWACZEWSKA,1221
MATYJASZCZYK,1221
STACHOŃ,1221
MOCARSKA,1220
GAWRYCH,1219
PRUSIK,1219
GADZIŃSKA,1218
KRZESIŃSKA,1218
LEMAŃCZYK,1218
OWCZARSKA,1218
JUSKOWIAK,1217
SZEREMETA,1217
CHEŁSTOWSKA,1215
DRYJA,1214
JESIONEK,1214
KRZYMIŃSKA,1214
PAMUŁA,1214
JANOCHA,1213
KURASZ,1213
MOCEK,1213
ZACHARA,1213
ANTOLAK,1212
OLESZEK,1212
URBAŚ,1212
ZARZECZNA,1212
DETTLAFF,1211
MICHALEWICZ,1211
TYRAŁA,1211
DUDKOWSKA,1210
BURDZY,1209
DYMOWSKA,1209
OTRĘBA,1209
RESPONDEK,1209
ROSTEK,1209
STOJEK,1209
WOLNIK,1209
BARABASZ,1208
GOLBA,1208
KUCHAREK,1208
RASZKA,1208
SYTA,1208
WĘGRZYNOWSKA,1208
CHMIELARZ,1207
DUBIŃSKA,1207
TARASIEWICZ,1207
WIĘCŁAWSKA,1207
GŁODOWSKA,1206
KASZYŃSKA,1206
KRYŚ,1206
KUŚMIERSKA,1206
ZAJDA,1206
KOŹBIAŁ,1205
TROJAK,1205
MILANOWSKA,1204
SZKLARZ,1204
WOJDYŁO,1204
LUBCZYŃSKA,1203
ŁYSZCZARZ,1203
SCHAB,1203
ŁĘCZYCKA,1202
KORNAŚ,1201
MARCINOWSKA,1201
BODZIONY,1200
GDULA,1200
KAMOLA,1200
BINEK,1199
CYMERMAN,1199
FLORKOWSKA,1199
GORZELAK,1199
SADURSKA,1199
DEMCZUK,1198
FRANK,1198
KARKOWSKA,1198
KOŁODYŃSKA,1198
RYMARCZYK,1198
BALA,1197
KĘPSKA,1197
NIECKARZ,1197
IWIŃSKA,1196
WIDOMSKA,1196
BURAKOWSKA,1195
ŁAWRYNOWICZ,1195
STOPYRA,1195
WINIARZ,1195
FRONCZAK,1194
GIZIŃSKA,1194
GROSZEK,1194
KOMENDA,1194
WŁODEK,1194
GORAJ,1193
KOCZWARA,1193
KOTULSKA,1193
KUDZIA,1193
SUCHAN,1193
ZIĘCINA,1193
BLOK,1192
SICIŃSKA,1192
GOMUŁKA,1191
PĘKALSKA,1191
SKRZYPKOWSKA,1191
BUŁKA,1190
FATYGA,1190
KUDYBA,1190
STACHNIK,1190
ŚRODA,1190
ANTOSZEWSKA,1189
KARKOSZKA,1189
RATAJSKA,1189
SIEROŃ,1189
SKAŁECKA,1189
STYPUŁKOWSKA,1189
ABRAM,1188
GRABARZ,1188
MIELNICKA,1188
PACZYŃSKA,1188
WARZOCHA,1188
WIECHA,1187
MICHAŁOWICZ,1186
SZCZUKA,1186
JAŚKOWSKA,1185
ZOŃ,1185
LISEWSKA,1184
SACHA,1184
ZDYB,1184
HRYNIEWICZ,1183
KOVALCHUK,1183
LUBAS,1183
MANIKOWSKA,1183
SOBEK,1183
KOPACZEWSKA,1182
KOTUŁA,1182
SMOCZYŃSKA,1182
ALBRECHT,1181
BUDKA,1181
SŁABY,1181
ŻOŁNOWSKA,1181
CYGANEK,1180
FABISZEWSKA,1180
JASZCZYK,1180
KANIECKA,1180
ŁAZARZ,1180
UJMA,1180
JÓZEFCZYK,1179
STRÓŻYŃSKA,1179
TKACZUK,1179
BRANDYS,1178
DEKA,1178
FRĄK,1178
GRYC,1178
KRUCZYŃSKA,1177
SKUPIŃSKA,1177
STANIEWSKA,1177
TRĘBACZ,1177
ARENDT,1176
POTOCZNA,1176
CHWAŁEK,1175
FRANKE,1175
PASTWA,1175
DANISZEWSKA,1174
JOŃCA,1174
MALAK,1174
PRZĄDKA,1174
GRZELCZAK,1172
GRZYMAŁA,1172
LEŚ,1172
CHRABĄSZCZ,1171
KSIĘŻOPOLSKA,1171
PĘCZEK,1170
BABIK,1169
MATERA,1169
MORDARSKA,1169
SMÓŁKA,1169
JANOSZ,1168
KRAJNIK,1168
MIELNICZEK,1168
MIKSA,1168
SOLAK,1168
KĘSIK,1167
SPAŁEK,1167
SZELĄGOWSKA,1167
ŚLUSAREK,1167
ULMAN,1167
MALEK,1166
NAZARUK,1166
SICZEK,1165
SZCZEPAŃCZYK,1165
WOJNO,1164
JONIEC,1163
ŁABĘDŹ,1163
KUTYŁA,1162
ŁYSOŃ,1162
SOBÓL,1162
SOŚNICKA,1162
ORCZYK,1161
PASTUSIAK,1161
SKRZYPIŃSKA,1161
SZARY,1161
WALIGÓRSKA,1161
KROCZEK,1160
PIOSIK,1160
STENKA,1160
ŚLĄZAK,1160
JURASZ,1158
MATLAK,1158
SZWEDO,1158
KARASEK,1157
PESTKA,1157
SOBÓTKA,1157
BASTA,1156
KOCZUR,1156
PIENIAK,1156
POCIECHA,1156
CHOJNICKA,1155
ŁAGODA,1155
MARYNOWSKA,1155
MOSAKOWSKA,1155
SWAT,1155
TOMECKA,1155
ZABAWA,1155
JURECZKO,1154
LEGIERSKA,1154
PECYNA,1154
ZEMŁA,1154
KLAWIKOWSKA,1152
KLUSEK,1152
KOŁECKA,1152
TELEGA,1152
FUS,1151
HARASIMOWICZ,1151
KASPEROWICZ,1151
WOJDAT,1151
BORATYŃSKA,1150
BULANDA,1150
HIRSZ,1150
JACZEWSKA,1150
WITECKA,1150
WYRWAS,1150
KULAWIAK,1149
LEŚNIOWSKA,1149
SKROK,1149
CAPUTA,1148
DRABEK,1148
OLBRYŚ,1148
SITKIEWICZ,1148
SULOWSKA,1148
ŁAKOMSKA,1147
ŁATKA,1147
MAJCHRZYK,1147
MARCISZEWSKA,1147
RABIEGA,1147
STANIEC,1147
LASZCZAK,1146
BRATEK,1145
BUĆKO,1145
SORDYL,1145
DZIEKOŃSKA,1144
GLINKOWSKA,1144
ZUBEK,1144
KOTKOWSKA,1143
WAŚKIEWICZ,1143
GUNIA,1142
TOPÓR,1142
GORGOŃ,1141
KOSIOROWSKA,1141
NIEĆ,1141
RYDEL,1141
MOSTOWSKA,1140
JĘDRAS,1139
JĘDRZEJOWSKA,1139
WARDAK,1139
BORYCKA,1138
GAWLAK,1138
ROSSA,1138
WŁODKOWSKA,1138
ZMYSŁOWSKA,1138
JARCZEWSKA,1137
NOWOCIEŃ,1137
WZOREK,1137
BURSKA,1135
ILCZUK,1135
JACHIMOWICZ,1135
ANTOSIEWICZ,1134
BOBAK,1134
IGNACIUK,1134
MERTA,1134
SPYRKA,1134
ZUBER,1134
MĄKOSA,1133
SZEFLER,1133
BOCZAR,1132
ŁANGOWSKA,1132
RUCKA,1132
RUDEK,1132
DRAGON,1131
SIMIŃSKA,1131
ZWOLAK,1131
GŁOWA,1130
ZAMORSKA,1130
CIECHANOWICZ,1129
FILIPCZUK,1129
SZAL,1129
WIKTOROWSKA,1129
ZDUN,1129
IMIOŁEK,1128
JANEK,1128
ŻUBER,1128
KAISER,1127
KARDAŚ,1127
STAWIARZ,1127
TURCZYŃSKA,1127
BUDZIAK,1126
HEBEL,1126
KAMIEŃSKA,1126
KURPIEL,1126
STADNICKA,1126
TROJNAR,1126
WIKTORSKA,1126
FRĄCZYK,1125
MARSZAŁKOWSKA,1125
SZUKAŁA,1125
JARZĘBOWSKA,1124
KUDELSKA,1124
GULCZYŃSKA,1122
LUDWIG,1122
PIETROŃ,1122
PŁAWECKA,1122
STASIEWICZ,1122
WOJDAK,1122
GOLEŃ,1120
ANDRYSIAK,1119
DZIUK,1119
HANDZLIK,1119
KIJEK,1119
DROGOSZ,1118
GONCIARZ,1118
KOŹMIŃSKA,1118
MARCINIEC,1118
MUSIAŁEK,1118
CUPIAŁ,1117
MAJEK,1116
PAC,1116
POLUS,1116
SIENNICKA,1116
SZCZUROWSKA,1116
ŚCIBOR,1116
JURCZYŃSKA,1115
ŁAZARCZYK,1115
STERNIK,1115
BUDZISZEWSKA,1114
CIEPLAK,1114
KORYTKOWSKA,1114
MATUSIEWICZ,1114
BERA,1113
KĄCKA,1113
RĘKAS,1113
SZUMILAS,1113
TUTAK,1113
KRZYSIAK,1112
OKONIEWSKA,1112
CZERNICKA,1111
JASIEWICZ,1111
ŚLIWOWSKA,1111
WYCISK,1111
BĘTKOWSKA,1110
JACHOWICZ,1110
KURZAWSKA,1110
ŁOZOWSKA,1110
POLITOWSKA,1110
STUDNICKA,1110
KOBYLAŃSKA,1109
BOJDA,1108
FIREK,1107
MAKÓWKA,1107
ORZECH,1107
SZCZAWIŃSKA,1107
CHOROMAŃSKA,1106
EJSMONT,1106
GRZYWIŃSKA,1106
UKLEJA,1106
USZYŃSKA,1106
BIALIK,1105
DATA,1105
KOTYNIA,1105
WYSOCZAŃSKA,1105
BACA,1104
GRABKA,1104
KARSKA,1104
NIEDZIAŁKOWSKA,1104
RUSNAK,1104
ŚWIERC,1104
DMITRUK,1103
LENCZEWSKA,1103
OLECHOWSKA,1103
RYBSKA,1103
TYL,1103
OLESIAK,1102
RAMS,1102
BIENIASZ,1101
JERZAK,1101
OKRASA,1100
JANICZEK,1099
MAŃKO,1099
SNARSKA,1099
KARASZEWSKA,1098
POTEMPA,1098
TRZEBIATOWSKA,1098
ZAMBRZYCKA,1098
WOŁOSZ,1096
HANKUS,1095
KRZYŻEWSKA,1095
MOŚ,1095
PROROK,1095
RACHWALSKA,1095
ZIARKO,1095
HOŁUB,1094
MENDYK,1094
RECZEK,1094
WACŁAWIK,1094
CIUPAK,1093
KAPCZYŃSKA,1093
KOPACKA,1093
ROGIŃSKA,1093
TROCHA,1093
MAŁYSKA,1092
SÓWKA,1092
DERKACZ,1091
GRYCZKA,1091
GUŁA,1091
KAMPA,1091
KLUK,1091
MIŚKOWIEC,1091
GRZONKA,1090
KAPROŃ,1090
STRZESZEWSKA,1090
ŚWIDZIŃSKA,1090
WOLSZCZAK,1090
BIESZCZAD,1089
KŁECZEK,1089
SIEMIENIUK,1089
ŁAZOWSKA,1088
SZCZECH,1088
BARGIEL,1087
BEM,1087
CHROMIŃSKA,1087
GAWLAS,1087
KARPIEL,1087
TOPOREK,1087
CHUDZIAK,1086
GRZEGORZEK,1086
HETMAN,1086
JACEWICZ,1086
MALEWSKA,1086
PIETRUCZUK,1086
SZMIGIELSKA,1086
WRZEŚNIEWSKA,1086
WARDĘGA,1085
BORSUK,1084
JAKUBAS,1084
WAŚ,1084
KABACIŃSKA,1083
KLASA,1083
ROWICKA,1083
KIDA,1082
SZTANDERA,1082
BENTKOWSKA,1081
MATEJEK,1081
PARUCH,1081
TOMICZEK,1081
WOJCIECHOWICZ,1081
WOJTYRA,1081
WYSZKOWSKA,1081
KITOWSKA,1080
RAJ,1080
SZOTA,1080
ULANOWSKA,1080
DOBRZYCKA,1079
POPIELARZ,1079
TOMIAK,1079
WIRKUS,1079
ANTOSIAK,1078
BEDNORZ,1078
