Nawisko aktualne,Liczba
WALEWSKI,1604
ŚWIERCZEWSKI,1603
TOMCZUK,1603
CEGIEŁKA,1602
SIWY,1602
MÜLLER,1601
NIEWIAROWSKI,1600
KOVALCHUK,1599
ŻAKOWSKI,1599
WIELICZKO,1598
GAWOR,1597
GRZESZCZUK,1597
STASIUK,1597
MAZUROWSKI,1596
STANIAK,1596
CHORĄŻY,1595
GACH,1594
MARCISZ,1594
CEDRO,1593
BERLIŃSKI,1592
IZYDORCZYK,1592
ŚWIERK,1592
ZIĘTARA,1591
KOSIBA,1590
RUSZCZYK,1590
BINIEK,1589
LEHMANN,1589
MRZYGŁÓD,1589
KOŃCZAK,1588
ŚLUSARZ,1588
KAROLEWSKI,1587
SZLACHETKA,1587
KRAWCZUK,1586
SOBOTKA,1586
BUCHTA,1585
LENKIEWICZ,1585
STANISZ,1585
MATYSIK,1584
KORDEK,1583
SULEWSKI,1583
DANOWSKI,1582
DURA,1582
KOBYLARZ,1582
LAZAR,1582
LEBIODA,1582
MASTERNAK,1582
TATARA,1582
STASIŃSKI,1581
SZYDLIK,1580
ANTOSZ,1579
ŻUR,1579
BALCEREK,1577
KŁOSEK,1577
ILNICKI,1576
KONKEL,1576
RAJCA,1576
MALESA,1575
BURCZYK,1574
JAROŃ,1574
SZULIK,1574
GRZESZCZYK,1573
RUSZKIEWICZ,1573
DWORAKOWSKI,1572
SUCHY,1572
OWCZARZAK,1571
PĘKAŁA,1571
KUSY,1570
LANGOWSKI,1570
MIZERSKI,1570
KUKULSKI,1569
KWIETNIEWSKI,1569
STACHERA,1569
PYZIK,1568
BOJKO,1567
GORCZYŃSKI,1566
ROLKA,1566
JAGODA,1563
WILKOSZ,1562
TURKIEWICZ,1561
ROMANEK,1560
IGNATOWICZ,1559
KRYSA,1559
SERWATKA,1559
DŁUGOŁĘCKI,1558
GRYZ,1558
KŁUSEK,1558
KONDRACIUK,1558
BŁACH,1557
FOKS,1557
MIKOS,1555
PIEC,1555
PISARCZYK,1555
ZUBRZYCKI,1555
DROZDEK,1553
KUŹNICKI,1553
WALISZEWSKI,1553
KOPERA,1552
STOLARZ,1552
SZCZEPANOWSKI,1552
STYCZYŃSKI,1551
BARCZYŃSKI,1549
PUŁAWSKI,1549
DUNAJ,1548
WIECZORKOWSKI,1548
GONERA,1547
NIEWCZAS,1547
SZALA,1547
JAŁOCHA,1545
MIERZWIŃSKI,1545
ŚWIĘCH,1545
CIERNIAK,1544
DEMSKI,1544
MICHOŃ,1544
SIEWIERSKI,1544
WIETESKA,1544
JANIA,1543
KORUS,1543
KWIEK,1543
SITARSKI,1542
ŁĘGOWSKI,1541
PIĘKOŚ,1541
SŁONINA,1541
KUŚMIEREK,1540
MATRAS,1540
ANTOS,1539
FURMAŃSKI,1539
KOSMOWSKI,1539
KRĘŻEL,1539
PASIK,1538
SKORUPKA,1538
POMYKAŁA,1537
OPALA,1535
DOŁĘGA,1534
JUCHA,1534
MAZURCZAK,1534
PALIŃSKI,1534
TREDER,1534
MRUGAŁA,1533
PIECHOWICZ,1533
RATYŃSKI,1533
SALWA,1533
HUK,1532
BUDEK,1531
ANTONIEWICZ,1530
BLACHA,1528
PIETROWSKI,1527
RASZEWSKI,1527
PIECZYŃSKI,1526
BOROWCZYK,1525
ŁAPA,1525
MARUSZAK,1525
GŁAZ,1524
LUBECKI,1524
GILEWSKI,1522
LANDOWSKI,1522
BYCZEK,1521
DRAPAŁA,1521
MACIEJAK,1521
TCHÓRZEWSKI,1520
BERGER,1519
KRUPKA,1519
ROSIK,1519
SAMEK,1518
KIJOWSKI,1517
PAŃCZYK,1517
SZUSTAK,1517
OLĘDZKI,1516
SKOREK,1516
MIRECKI,1515
KOSZYK,1513
RZĄSA,1512
KELLER,1511
PYREK,1511
PYTKA,1511
SIECZKOWSKI,1511
KAROLCZAK,1510
ORZOŁ,1510
STRĄK,1510
BARWIŃSKI,1509
CIACH,1509
REGUŁA,1509
ROZBICKI,1509
CIOK,1508
PAWLUCZUK,1508
BIEŃKO,1507
GROCHAL,1507
KRYSTEK,1506
SKONECZNY,1506
OWCZARCZYK,1505
DYBAŁA,1504
KOLENDA,1504
TYC,1504
KULIŚ,1503
JAWOR,1502
PATEREK,1502
BOBOWSKI,1501
PAWELSKI,1501
SKRODZKI,1500
FRĄSZCZAK,1499
KURAŚ,1499
WAWRO,1499
ADACH,1498
MAGDZIAK,1498
MĘDREK,1498
SYREK,1498
GŁÓWKA,1496
GOC,1496
PIKUL,1496
TOMASZEWICZ,1496
BŁACHUT,1495
CENDROWSKI,1495
MACIEJOWSKI,1495
PETRYKOWSKI,1493
GUBAŁA,1490
PAPIERNIK,1490
BIEDA,1489
DULĘBA,1489
TOMASIAK,1489
CHOŁUJ,1488
CHRAPEK,1488
KUKUŁKA,1487
LEŚNIK,1487
KNAPCZYK,1486
RAŚ,1486
GOMÓŁKA,1485
PIECHACZEK,1485
LITWIŃSKI,1484
SOBIK,1484
KURKIEWICZ,1483
STASZKIEWICZ,1483
SZATAN,1483
SZYPUŁA,1483
BARANEK,1482
OLIWA,1482
STĘPKOWSKI,1481
BOIKO,1480
KOTLARZ,1480
GAŁCZYŃSKI,1479
MENDEL,1479
ROGÓŻ,1479
KACZANOWSKI,1478
KUCA,1477
POPOWSKI,1477
SULIGA,1477
PALCZEWSKI,1476
PODBIELSKI,1476
WADOWSKI,1474
BASIAK,1472
FARON,1472
MIKOŁAJCZUK,1472
PAPIEŻ,1472
STAWIŃSKI,1472
GOSZCZYŃSKI,1471
KRASUCKI,1471
NITKA,1471
MARECKI,1470
MURAS,1470
STAŃCZUK,1470
STELMASZCZYK,1470
CEBULSKI,1469
KLIM,1469
NAWRAT,1468
GACKOWSKI,1467
KOSSOWSKI,1467
KWOLEK,1467
ŻELAZKO,1467
WODZIŃSKI,1466
HYLA,1465
OŁDAK,1465
NAJDA,1464
KIEŁTYKA,1463
MAGDA,1463
PISULA,1462
ZYSKOWSKI,1461
KONOPACKI,1460
WOŹNIAKOWSKI,1460
KACHEL,1457
KOŻUCHOWSKI,1457
PĄCZEK,1457
SZABAT,1457
PIJANOWSKI,1456
PSZCZOŁA,1456
RYCHLEWSKI,1456
GUMIŃSKI,1453
BODZIONY,1452
MICHNO,1452
BUŁA,1451
KOTARBA,1451
PĘDZIWIATR,1451
FUCHS,1450
GOZDEK,1450
ŁABUZ,1450
STEĆ,1450
SURÓWKA,1450
ŚWIĄDER,1450
SINGH,1449
KIELAK,1448
POBŁOCKI,1448
KLIMA,1447
KULAWIK,1447
MIEDZIŃSKI,1446
CWYNAR,1445
GRAJEK,1445
POLIŃSKI,1445
ŚLUSARSKI,1445
KIEŁB,1444
KOCHANEK,1444
PIECHNIK,1444
BANIA,1443
GANCARCZYK,1443
TWARÓG,1443
FIAŁKOWSKI,1442
FORMELLA,1442
SZUSTER,1442
FURMANIAK,1441
CZACHOR,1440
WODZYŃSKI,1440
WOJEWÓDZKI,1440
BIEDROŃ,1439
MARUT,1439
PIETRYKA,1439
SZCZERBIŃSKI,1439
JANCZYK,1438
KOSIK,1438
SZKLARSKI,1438
BIELEC,1437
GABOR,1437
PIETRASZEWSKI,1437
SZCZEPANKIEWICZ,1437
LICHOTA,1435
MOLSKI,1435
ŚNIEŻEK,1435
BARANIAK,1434
KOZIARSKI,1434
SZCZUR,1434
DUTKOWSKI,1433
CWALINA,1430
GLISZCZYŃSKI,1430
REMISZEWSKI,1430
WRZESIEŃ,1430
LUTY,1428
RYCHLICKI,1428
UMIŃSKI,1428
ŁAZARSKI,1427
SUSKA,1427
WALICZEK,1427
SŁOTWIŃSKI,1426
GALICKI,1425
KLUBA,1425
PAUL,1425
ŻELAZOWSKI,1425
PIONTEK,1424
KIEŁCZEWSKI,1423
MAŁYSZ,1423
IVANOV,1422
TATAR,1422
BRONISZEWSKI,1421
WAŚNIEWSKI,1421
CIEPŁY,1420
KATA,1420
MARUSZEWSKI,1420
CIELECKI,1419
CZERWIEC,1418
DUCHNOWSKI,1417
GŁOWIŃSKI,1417
GUGAŁA,1417
KORONA,1417
KUBIS,1417
FUDALI,1416
KRUCZKOWSKI,1416
OTTO,1416
TURZYŃSKI,1416
ŁĄTKA,1415
BRODZIK,1414
WESOŁEK,1414
BALCERAK,1413
BULIŃSKI,1413
KONOPKO,1413
KURA,1413
OCIEPA,1413
NIEDZIAŁEK,1412
JAKÓBCZYK,1411
KONDRATOWICZ,1411
MAKSYMOWICZ,1411
PODLEWSKI,1411
SZCZYPIŃSKI,1411
ŚWIĘTOCHOWSKI,1411
BIS,1409
NITA,1409
WÓJCIKOWSKI,1409
CHAŁUPKA,1408
MIGACZ,1408
WIERZBIŃSKI,1407
ZARYCHTA,1407
GABRYSIAK,1406
GRACA,1406
GRODECKI,1406
KAPELA,1406
DYLĄG,1405
FIUK,1405
HERNIK,1405
MATEJKO,1405
KOCZOROWSKI,1404
KOWOLIK,1404
POPOWICZ,1404
IWANIEC,1403
ŁUSZCZ,1403
ŁYKO,1403
OGORZAŁEK,1403
PEREK,1403
KRAMARCZYK,1402
KUBICZ,1402
BUKAŁA,1401
CZUPRYŃSKI,1401
KULETA,1401
NIEMYJSKI,1401
DZIKI,1400
MIROSŁAW,1400
PIETRASZKO,1400
BAJDA,1399
JAŚKOWIAK,1399
MARTYNIAK,1399
WĘSIERSKI,1399
BABULA,1398
BARCIKOWSKI,1398
DWORNIK,1398
KULCZYK,1398
PRZEPIÓRA,1398
TOMKIEWICZ,1398
BŁASZAK,1397
KARPIUK,1396
ZDEB,1396
GRENDA,1395
JUCHNIEWICZ,1395
RAJKOWSKI,1395
POKRYWKA,1394
WĄTOR,1394
WIERCIOCH,1394
WYSZOMIRSKI,1394
OBRZUT,1391
OLSZAŃSKI,1391
SZURA,1391
PRZEPIÓRKA,1390
BLICHARSKI,1388
ŁYSAKOWSKI,1387
RYKOWSKI,1387
STANOWSKI,1387
LECHOWSKI,1386
ROSIEK,1386
CELMER,1385
KOPIŃSKI,1385
SKOLIMOWSKI,1385
BAL,1384
DANIELEWSKI,1383
BANASIEWICZ,1382
LENARCZYK,1382
MISZEWSKI,1382
PAPIS,1382
CHOMA,1381
BEREZA,1380
BIJAK,1380
DRĘŻEK,1380
IWANEK,1380
PUK,1380
PYRA,1380
TARGOŃSKI,1380
GOLAŃSKI,1379
ZIMOCH,1379
BALA,1378
ORACZ,1378
KUCZEK,1377
SCHNEIDER,1377
ŚMIECH,1377
ZIMNICKI,1377
REJMAN,1376
JĘDRASIK,1375
KONDRAT,1375
PĘCAK,1374
JACEK,1373
KŁODA,1372
SZMYD,1372
WNOROWSKI,1371
PRUSINOWSKI,1370
WIATER,1370
WITOWSKI,1370
DUMA,1368
MEYER,1368
FILIPIUK,1367
KOZUBEK,1367
NAGÓRSKI,1367
JUNG,1366
KALKOWSKI,1366
SZYMANKIEWICZ,1366
URBANOWSKI,1366
WOJCIESZEK,1366
KLUZ,1365
NOCUŃ,1364
ZABROCKI,1363
WICIŃSKI,1362
CICHOŃSKI,1361
KORZEŃ,1361
NIEDZIÓŁKA,1361
WIECZORKIEWICZ,1361
DEMBSKI,1360
KURYŁO,1360
MIKOŁAJEK,1360
PARYS,1360
WOLNIEWICZ,1360
STROJEK,1359
WICHROWSKI,1359
MIRGA,1358
PRZEWOŹNY,1358
GAC,1357
GWIŻDŻ,1357
HALICKI,1357
BELKA,1356
MISIURA,1356
RICHERT,1356
RYGIEL,1356
WOJTYŁA,1355
KURCZEWSKI,1354
PARUZEL,1354
ŻYLIŃSKI,1354
BORUCH,1353
KRZYŻAŃSKI,1353
MACIASZCZYK,1353
MAROSZEK,1353
BAKUŁA,1352
DUBICKI,1352
MOSKAŁA,1352
TWAROWSKI,1352
STASZCZYK,1351
GIERA,1350
SZANIAWSKI,1350
ZIOŁO,1350
CHOMICZ,1349
PRZYBYŁOWICZ,1349
SZUKALSKI,1349
BONDARENKO,1348
JASTRZĄB,1348
SIUTA,1348
LISICKI,1347
DWOJAK,1346
KUBICZEK,1346
OLSZOWSKI,1345
PODLEŚNY,1345
RADOSZ,1345
RUS,1345
BOBEK,1344
KUŹNIAK,1344
MŁYNEK,1344
OŻGA,1344
SHEVCHUK,1344
SIEMIĄTKOWSKI,1343
KABAŁA,1342
KOZIARA,1342
MACHAŁA,1341
PIECZKA,1341
RADTKE,1341
BIESIADA,1340
LENARD,1340
SIUDAK,1339
GAŁA,1338
KOŚCIUK,1338
LIGOCKI,1338
WOJAS,1338
SIERPIŃSKI,1337
WADAS,1337
ŻARSKI,1337
ŻOŁĄDEK,1337
TOBOŁA,1336
SHEVCHENKO,1335
JESIONOWSKI,1334
MAŃCZAK,1334
PINDEL,1334
SMOŁA,1333
ZACZEK,1333
JUDA,1332
KRAS,1332
RYTEL,1332
SZCZYPKA,1332
WOLNIAK,1332
BUDZISZ,1331
HOŁDA,1331
ŁOPATKA,1331
CIEŚLEWICZ,1330
KSIĄŻKIEWICZ,1330
PRUSKI,1330
BIAŁOŃ,1328
KOSMALSKI,1327
TUCHOLSKI,1327
OPARA,1326
WAWRZYŃCZAK,1326
BOSAK,1325
SUMIŃSKI,1325
SZKLARZ,1325
WĘGLIŃSKI,1325
WYRWA,1325
MIECZNIKOWSKI,1324
ANTONIK,1323
MISZCZYK,1322
SKIBICKI,1321
BOBIŃSKI,1319
KARLIŃSKI,1319
LUDWIKOWSKI,1319
SIEJKA,1319
JĘDRYCH,1318
MAJKUT,1318
SCHAB,1318
TURCZYN,1318
ŁYSOŃ,1317
IDCZAK,1315
BRAUN,1314
FILIPCZYK,1314
SZYDEŁKO,1314
WOSZCZYK,1314
MOCARSKI,1313
PIECYK,1312
KRZYSZTOŃ,1311
MATYJASZCZYK,1311
MICHALUK,1311
PIĘTAK,1311
CHŁOPEK,1310
BUCIOR,1309
DYBA,1309
KOBYŁECKI,1309
KOŚCIŃSKI,1308
STALMACH,1308
BIAŁOBRZESKI,1307
ROBAKOWSKI,1307
SIENICKI,1307
WALUŚ,1307
BODZIOCH,1305
MAŁYSA,1305
BARGIEŁ,1304
MROCZKA,1304
POŁOMSKI,1304
GŁAŻEWSKI,1303
ZAWORSKI,1303
CHODKOWSKI,1302
INGLOT,1302
GRZECHNIK,1301
HOFFMAN,1301
MENTEL,1301
CHMIELIŃSKI,1300
KAROŃ,1300
OCIEPKA,1300
SKŁODOWSKI,1300
TYRAŁA,1300
MÓL,1299
MACIOSZEK,1298
BURDZY,1297
HARASIM,1297
JANDA,1297
MOCEK,1297
WARSZAWSKI,1296
KĘPCZYŃSKI,1295
ŚWIĘCKI,1295
BYRSKI,1294
DANEK,1294
PAMUŁA,1294
SULKOWSKI,1294
DALECKI,1293
FRONCZAK,1293
KOKOCIŃSKI,1293
KOROL,1292
KOVAL,1292
KUCHAREK,1292
MALANOWSKI,1291
MORDARSKI,1291
CHEŁSTOWSKI,1290
PABICH,1290
RESZCZYŃSKI,1290
KOCIŃSKI,1289
NASIŁOWSKI,1289
PIERÓG,1289
CISŁO,1288
STOCKI,1288
WARZOCHA,1288
ŁABUDA,1287
MAJERSKI,1287
WOSIK,1287
HINZ,1286
FATYGA,1285
LEDWOŃ,1285
BABIK,1284
CHROBOT,1284
CHWASTEK,1284
FELCZAK,1284
KOZIELSKI,1284
PRUSIK,1284
KOBIERSKI,1283
MROWIŃSKI,1283
SOBIESZEK,1283
GOMUŁKA,1282
IWIŃSKI,1282
RASIŃSKI,1282
KRZYŻOWSKI,1281
TURKOWSKI,1281
GAWRYSIAK,1280
GÓROWSKI,1280
GRZELKA,1280
KOSTYRA,1279
SIEMASZKO,1279
SZOŁTYSEK,1279
DEMBEK,1278
ŁATKA,1278
SOBÓL,1277
WODECKI,1277
BRANDT,1276
DETTLAFF,1276
DRYJA,1276
MARYNIAK,1276
PAŚ,1276
DYMOWSKI,1275
GIBAŁA,1275
CHMIELARZ,1274
PLACEK,1274
ŁAZARZ,1273
MENCEL,1273
TOMANEK,1273
KARASEK,1272
KRAŚNIEWSKI,1272
ŚMIECHOWSKI,1272
URBAŚ,1272
WINIECKI,1272
BROL,1271
PLUSKOTA,1271
PŁOSZAJ,1271
RZECZKOWSKI,1271
GŁODOWSKI,1270
LEMAŃCZYK,1270
OTRĘBA,1270
BOCHNIAK,1269
GĄSOWSKI,1269
GRZYWACZEWSKI,1269
KOSZAŁKA,1269
SZKUTNIK,1269
CYMERMAN,1268
ZARZECZNY,1268
DEMCZUK,1267
KARKOSZKA,1267
PACHOLCZYK,1267
SZOPIŃSKI,1267
SZEREMETA,1265
ŚWIETLIK,1265
ŻARNOWSKI,1265
SZPUNAR,1264
WAŁACH,1264
HRYNIEWICZ,1262
KOŚCIÓŁEK,1262
NURZYŃSKI,1262
SMÓŁKA,1262
STOPYRA,1262
ZIĘCINA,1262
KUBERSKI,1261
KANIECKI,1260
KONECKI,1260
KIM,1259
POL,1259
STENKA,1259
GADZIŃSKI,1258
KOSZELA,1258
STOKOWSKI,1258
BLOK,1256
OGRODOWCZYK,1256
ŁĄCZYŃSKI,1255
JAŚKOWSKI,1254
JATCZAK,1254
JUSKOWIAK,1254
KASZTELAN,1254
KULAWIAK,1254
ZDZIARSKI,1254
GORZELAK,1253
GROSZEK,1252
KURASZ,1252
SOLARSKI,1252
DZIEKOŃSKI,1251
GDULA,1251
KOŹBIAŁ,1251
GOLBA,1250
KOLCZYŃSKI,1250
KOZIOŁEK,1250
SKUBISZ,1250
BARABASZ,1248
KUTYŁA,1248
LATOCHA,1248
NAPIERALSKI,1248
PAC,1248
SKRZYPKOWSKI,1248
SYSKA,1248
GIZIŃSKI,1247
MAJOR,1247
SOBEK,1247
WŁODEK,1247
ANTOLAK,1246
LEGIERSKI,1246
RYMARCZYK,1246
STOJEK,1246
TUTAK,1246
WITT,1246
JESIONEK,1245
MALEK,1245
KOŚCIELSKI,1244
GUMIENNY,1243
KOMINEK,1243
CAPUTA,1242
KORNAŚ,1242
MECH,1242
PESTKA,1242
JANOSZ,1241
KUDZIA,1241
ŁĘCZYCKI,1241
MIELNICZEK,1241
PRZĄDKA,1241
WACŁAWEK,1241
GAWLAK,1240
POPRAWA,1240
TROJAK,1240
ORDON,1239
KOCISZEWSKI,1238
OLBRYŚ,1238
KRYŚ,1237
BINEK,1236
BRONOWICKI,1236
NIECKARZ,1236
PERZANOWSKI,1236
SKRZYPCZYŃSKI,1236
BEREZOWSKI,1235
DUDKOWSKI,1235
KAMOLA,1235
KRYCH,1235
SZYCHOWSKI,1235
WALCZYŃSKI,1235
IGNACIUK,1234
SICZEK,1234
ZAJDA,1234
BURAKOWSKI,1233
KOŁECKI,1233
ORCZYK,1233
PERLIŃSKI,1233
SUCHANEK,1233
DUBIŃSKI,1232
GWIAZDOWSKI,1232
MANIKOWSKI,1232
MIESZKOWSKI,1232
MŁODAWSKI,1232
ZOŃ,1232
KĘPSKI,1231
KOMENDA,1231
KRZEWIŃSKI,1231
WYBRANIEC,1231
DATA,1230
SANKOWSKI,1230
GORAJ,1229
LUBAS,1229
SZWEDO,1229
GROSS,1228
GRYC,1228
ŁYSZCZARZ,1228
CESARZ,1227
LELEK,1227
PĘKALSKI,1227
ZEMBRZUSKI,1227
MALAK,1226
SKROK,1226
WOLNIK,1226
KOPACZEWSKI,1225
MIKSA,1225
PILARZ,1225
ROSTEK,1225
RUDY,1225
SOLAK,1225
TORBA,1225
BUDZIAK,1224
GRABARZ,1224
BRZEZINA,1223
KASZYŃSKI,1223
ABRAM,1222
BASTA,1222
PASTWA,1221
TRĘBACZ,1221
WOJDYŁO,1221
BUĆKO,1220
LUBCZYŃSKI,1220
PIENIAK,1220
LEŚ,1218
NOWOCIEŃ,1218
STANIEC,1218
WOJDAK,1218
BAUER,1217
KĘSIK,1217
KLUSEK,1217
ŚRODA,1217
DEKA,1216
JAŹWIŃSKI,1216
KOSIOROWSKI,1216
MATERA,1216
RASZKA,1216
FABISZEWSKI,1215
GAWRYCH,1215
POSŁUSZNY,1214
BUŁKA,1213
HIRSZ,1213
CHRABĄSZCZ,1212
GOLEŃ,1212
KLAWIKOWSKI,1212
ZAŁUSKI,1212
ZIENTEK,1212
JAROSŁAWSKI,1211
SACHA,1211
STANIEWSKI,1211
STAWOWY,1211
JĘDRAS,1210
STEPANIUK,1210
CUBER,1209
NAZARUK,1209
SZYMIK,1209
ADAMIK,1208
SUCHAN,1208
BOBAK,1207
PECYNA,1207
SZCZUKA,1206
TELEGA,1206
WOJDAT,1206
BUDKA,1204
SIEROŃ,1204
FRĄCZYK,1202
KOŁODYŃSKI,1202
ŁUCKI,1202
ANTOSZEWSKI,1201
GRONEK,1201
JASZCZYK,1201
JÓZEFCZYK,1201
KRZESIŃSKI,1201
IMIOŁEK,1200
HOMA,1199
MARCINOWSKI,1199
MIELNICKI,1199
SIMIŃSKI,1199
CHOJNICKI,1198
DANISZEWSKI,1198
FUS,1198
JANOCHA,1198
MAKÓWKA,1198
SKAŁECKI,1198
WĘGRZYNOWSKI,1198
ZDYB,1198
BRATEK,1197
JURCZYŃSKI,1197
KUDYBA,1197
STACHOŃ,1197
ZUBEK,1197
GRZELCZAK,1196
SZCZAWIŃSKI,1196
FLORKOWSKI,1195
LISEWSKI,1195
OLESZEK,1195
SWAT,1195
ŚLUSAREK,1194
WIECHA,1193
GORGOŃ,1192
KRZEŚNIAK,1192
STYPUŁKOWSKI,1192
WESOŁY,1192
WIKTOROWSKI,1192
KOVALENKO,1191
STAWIARZ,1191
BIALIK,1190
FRĄK,1190
JOŃCA,1190
KOCZWARA,1190
RESPONDEK,1190
SZAL,1190
KOTUŁA,1188
ZEMŁA,1188
ZWOLAK,1188
KOCZUR,1187
KRZYMIŃSKI,1187
PROROK,1187
STRÓŻYŃSKI,1187
SZCZEPAŃCZYK,1187
MATLAK,1186
MOSAKOWSKI,1186
SICIŃSKI,1186
SKUPIŃSKI,1186
KSIĘŻOPOLSKI,1185
MICHALEWICZ,1185
TARASIEWICZ,1185
WOJNO,1185
KASPEROWICZ,1184
NIEĆ,1184
RYDEL,1184
SADURSKI,1184
SORDYL,1184
BORSUK,1183
ILCZUK,1183
JANEK,1183
JONIEC,1183
WIDOMSKI,1183
ŻOŁNOWSKI,1183
CYGANEK,1182
KOTULSKI,1182
PIETROŃ,1182
KARDAŚ,1181
KARKOWSKI,1181
ŁANGOWSKI,1181
TOPÓR,1181
SPAŁEK,1180
TKACZUK,1180
BOJDA,1179
ŁAGODA,1179
MĄKOSA,1179
HEBEL,1178
MIŚKOWIEC,1178
OWCZARSKI,1178
RECZEK,1178
PIOSIK,1177
WINIARZ,1177
KURPIEL,1176
OLESIAK,1175
PACZYŃSKI,1175
PĘCZEK,1175
GUNIA,1174
MARCISZEWSKI,1174
KROCZEK,1173
WAŚKIEWICZ,1173
WYRWAS,1173
CIUPAK,1172
LASZCZAK,1172
SMOCZYŃSKI,1172
ŚCIBOR,1172
TYL,1172
PIETRUCZUK,1171
SULOWSKI,1171
ZACHARA,1171
BONDAR,1170
BRANDYS,1170
CHUDZIAK,1170
FABIAN,1170
RYBSKI,1170
ULMAN,1170
GRZYMAŁA,1169
MILANOWSKI,1169
DRABEK,1168
KLUK,1168
TROJNAR,1168
WOJTYRA,1168
KRZYŻEWSKI,1167
PASTUSIAK,1167
SZUKAŁA,1167
STACHNIK,1166
DROGOSZ,1165
RUSNAK,1165
TUR,1165
BIESZCZAD,1164
GRYCZKA,1164
MAJEK,1164
RATAJSKI,1164
SITKIEWICZ,1164
ARENDT,1163
JURASZ,1163
KLUZA,1163
ŁAKOMSKI,1162
RABIEGA,1162
SPYRKA,1162
BERA,1161
KĄCKI,1161
MASNY,1161
WIĘCŁAWSKI,1161
CHWAŁEK,1160
POCIECHA,1160
POPIELARZ,1160
ZABAWA,1160
JĘDRZEJOWSKI,1159
KRUCZYŃSKI,1158
ŁABĘDŹ,1158
STERNIK,1158
ŚWIĘS,1158
TOMECKI,1158
WARDAK,1158
CHROMIŃSKI,1157
FILIPCZUK,1157
TOMIAK,1157
BULANDA,1156
CIEPLAK,1156
KRAJNIK,1156
PODGÓRNY,1156
GOŁAŚ,1155
KOTYNIA,1155
MAŃKO,1155
WŁODKOWSKI,1155
BORYCKI,1154
ŁAWRYNOWICZ,1154
ŚLIWOWSKI,1154
SOBÓTKA,1153
GOŁUCH,1152
MERTA,1152
HANKUS,1150
SZLĘZAK,1150
WOŁOSZ,1150
WOŁYNIEC,1149
BORATYŃSKI,1148
KAPROŃ,1148
NAKIELSKI,1148
SZEFLER,1148
LASOŃ,1147
RUDEK,1147
GAŁAN,1146
CZAPNIK,1145
DZIUBAK,1145
HANDZLIK,1145
JURECZKO,1145
KIDA,1144
PAPUGA,1144
RACHWALSKI,1144
WALIGÓRSKI,1144
BŁASZCZUK,1143
KORYTKOWSKI,1143
RUCKI,1143
ŚLĄZAK,1143
ANTOSIEWICZ,1142
MATUSIEWICZ,1142
SKRZYPIŃSKI,1142
TUTAJ,1142
ŻUBER,1142
KARPIEL,1141
KUŚMIERSKI,1141
LATUSEK,1141
WZOREK,1141
CHOROMAŃSKI,1140
ŁAZOWSKI,1140
FIREK,1139
GRZEGORZEK,1139
MARSZAŁKOWSKI,1139
PŁAWECKI,1139
PŁUSA,1139
UJMA,1139
KOŹMIŃSKI,1138
LEŚNIOWSKI,1138
ANDRYSIAK,1137
BOCZAR,1137
CUPIAŁ,1137
KUDELSKI,1137
ŁAZARCZYK,1137
SÓWKA,1137
SZCZUROWSKI,1137
ZWIERZ,1137
CHILIŃSKI,1136
DMITRUK,1136
GRABAREK,1136
JAKUBAS,1136
KARSKI,1136
MICHAŁOWICZ,1136
STADNICKI,1136
CHROMIK,1135
ORSZULAK,1135
TALIK,1135
CZEPIEL,1134
SZCZYRBA,1134
TOPOREK,1134
BACA,1133
DOBRZYCKI,1133
KIEŁPIŃSKI,1133
POLUS,1133
BŁAŻEWICZ,1132
GLINKOWSKI,1132
KURZAWSKI,1132
NIEDZIAŁKOWSKI,1132
OKONIEWSKI,1132
ROSSA,1132
SIEMIENIUK,1132
SZELĄGOWSKI,1132
SZTANDERA,1132
WAŚ,1132
ZMYSŁOWSKI,1132
JACHIMOWICZ,1131
JANICZEK,1131
POTEMPA,1131
BOJAR,1130
BUDZISZEWSKI,1130
GUŁA,1130
MARYNOWSKI,1130
SZLENDAK,1130
CZERW,1129
PANAS,1129
SOŚNICKI,1129
MOŚ,1128
OLECHOWSKI,1128
BANDURA,1127
KITOWSKI,1126
MARCINIEC,1126
ZIARKO,1126
GRACZ,1124
WARDĘGA,1124
GMYREK,1123
KOŁODZIEJEK,1123
MAJCHRZYK,1123
PALUSZEK,1123
MUSIAŁEK,1122
NGUYỄN,1122
SOBCZUK,1122
UKLEJA,1122
WACŁAWIK,1122
WIKTORSKI,1122
ZUBER,1122
GŁOWA,1121
GONCIARZ,1121
WYCISK,1121
JASIEWICZ,1120
BIENIASZ,1119
GRZYWIŃSKI,1119
KIJEK,1119
KORBA,1119
ROWICKI,1119
WYSOCZAŃSKI,1119
BURSKI,1118
STASIEWICZ,1118
TOPOLEWSKI,1118
DUŚ,1117
DYJAK,1117
GULCZYŃSKI,1117
JARZĘBOWSKI,1117
STRZESZEWSKI,1117
BORYCZKA,1116
GAWRYLUK,1116
GRABKA,1116
MATEJEK,1116
DZIUK,1115
JERZAK,1115
PŁOCHOCKI,1115
DYGAS,1114
FRĄCZAK,1114
ŁAWICKI,1114
ZAMBRZYCKI,1114
GNIAZDOWSKI,1113
KABACIŃSKI,1113
PAWLICA,1113
WIRKUS,1113
JAMKA,1112
JÓZWIK,1112
KOCIUBA,1112
ŁOZOWSKI,1112
ŁUSZCZEK,1112
MOSTOWSKI,1111
ORZECH,1111
TROCHA,1111
FRANKE,1110
ŁUBA,1110
SZUMILAS,1110
